neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
Nolita,40.72265,-73.99493,Entire home/apt,250,1,0
East Village,40.72887,-73.98835,Entire home/apt,500,1,0
Chelsea,40.75041,-73.99489,Entire home/apt,300,1,2
Tribeca,40.71392,-74.00754,Private room,200,2,3
Upper West Side,40.78267,-73.97661,Entire home/apt,150,3,13
Financial District,40.70426,-74.00711,Entire home/apt,215,1,152
Hell's Kitchen,40.76036,-73.99073,Private room,165,1,153
Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142
East Harlem,40.79748,-73.948,Private room,75,18,1
Upper West Side,40.79958,-73.96403,Private room,50,1,0
Harlem,40.82675,-73.9463,Private room,100,2,42
Midtown,40.75639,-73.96558,Entire home/apt,219,1,78
East Harlem,40.7916,-73.94686,Private room,115,3,242
Upper West Side,40.79382,-73.96984,Private room,88,1,4
East Village,40.72627,-73.98543,Entire home/apt,207,30,0
Harlem,40.80026,-73.9546,Shared room,31,1,65
Harlem,40.81611,-73.94419,Private room,36,2,11
Washington Heights,40.85081,-73.9368,Entire home/apt,150,30,0
Chelsea,40.75064,-73.99566,Entire home/apt,900,1,0
Upper West Side,40.77097,-73.98083,Entire home/apt,179,4,27
Lower East Side,40.71976,-73.98397,Entire home/apt,275,2,1
Midtown,40.76448,-73.98187,Entire home/apt,175,7,0
Upper West Side,40.77927,-73.97649,Private room,100,28,0
Washington Heights,40.84857,-73.94193,Private room,85,3,0
Nolita,40.72243,-73.996,Entire home/apt,387,1,0
Hell's Kitchen,40.75865,-73.99,Private room,100,1,6
East Harlem,40.79922,-73.94187,Shared room,49,1,22
Harlem,40.81927,-73.93886,Private room,200,1,8
Upper West Side,40.80232,-73.96977,Private room,135,3,23
Upper West Side,40.80065,-73.96944,Entire home/apt,225,5,18
Theater District,40.75609,-73.98724,Private room,100,1,0
East Harlem,40.78935,-73.94788,Entire home/apt,179,2,55
East Harlem,40.79312,-73.94115,Entire home/apt,110,2,10
Upper West Side,40.79481,-73.96437,Private room,84,6,3
Financial District,40.70476,-74.01557,Private room,90,1,2
Nolita,40.72363,-73.99546,Shared room,70,1,228
West Village,40.73613,-73.9987,Private room,125,1,0
Chelsea,40.7437,-73.99896,Entire home/apt,249,7,70
Financial District,40.7105,-74.00845,Entire home/apt,249,20,0
Harlem,40.8213,-73.95131,Private room,50,7,0
Upper West Side,40.78694,-73.97384,Entire home/apt,150,20,0
Gramercy,40.73588,-73.98252,Entire home/apt,650,1,0
Lower East Side,40.72168,-73.98686,Entire home/apt,200,5,2
East Village,40.73048,-73.98197,Entire home/apt,154,5,0
Chelsea,40.74029,-74.00233,Entire home/apt,185,1,2
Murray Hill,40.74467,-73.97188,Entire home/apt,160,29,1
Chelsea,40.74221,-73.99626,Entire home/apt,295,9,2
Murray Hill,40.74942,-73.9817,Entire home/apt,95,1,7
East Village,40.72277,-73.98419,Entire home/apt,312,30,0
Greenwich Village,40.72836,-73.99953,Private room,90,7,3
Chelsea,40.74448,-73.99221,Private room,80,40,2
Nolita,40.72123,-73.99513,Private room,90,1,1
Washington Heights,40.83963,-73.93512,Entire home/apt,50,1,12
East Village,40.72968,-73.98073,Entire home/apt,350,2,0
Chelsea,40.74488,-74.001,Entire home/apt,132,4,10
Midtown,40.74751,-73.98725,Entire home/apt,208,7,3
East Village,40.72827,-73.9863,Private room,110,3,36
Harlem,40.81064,-73.94405,Private room,67,2,28
Upper West Side,40.784,-73.97148,Entire home/apt,100,1,1
Harlem,40.83124,-73.94501,Private room,40,2,59
Hell's Kitchen,40.76312,-73.99394,Entire home/apt,200,2,6
Upper East Side,40.77424,-73.94839,Entire home/apt,110,10,16
Harlem,40.8063,-73.94484,Private room,70,2,13
Chinatown,40.71719,-73.99109,Entire home/apt,145,30,60
Upper East Side,40.7674,-73.95559,Private room,95,1,10
Harlem,40.80755,-73.95104,Entire home/apt,100,2,193
Theater District,40.76125,-73.98167,Entire home/apt,400,3,4
Upper East Side,40.78614,-73.95541,Private room,50,10,0
Hell's Kitchen,40.76581,-73.98867,Entire home/apt,150,1,6
SoHo,40.72639,-74.00687,Entire home/apt,165,2,0
Lower East Side,40.71707,-73.98931,Entire home/apt,200,30,0
East Harlem,40.7854,-73.94981,Entire home/apt,250,2,3
Upper West Side,40.78629,-73.98056,Entire home/apt,200,7,0
Harlem,40.80447,-73.95589,Private room,63,30,0
Hell's Kitchen,40.76201,-73.99876,Private room,150,3,4
Chinatown,40.71602,-73.99293,Private room,180,1,1
East Village,40.72749,-73.98894,Private room,109,3,4
West Village,40.73577,-74.00582,Entire home/apt,240,1,0
Lower East Side,40.7111,-73.98865,Shared room,32,14,4
Midtown,40.74688,-73.98701,Entire home/apt,220,4,17
Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23
West Village,40.73271,-74.00545,Entire home/apt,200,2,8
East Harlem,40.79113,-73.94792,Private room,65,5,7
East Harlem,40.78565,-73.94268,Private room,150,1,56
Midtown,40.7545,-73.97067,Entire home/apt,260,1,14
Theater District,40.75848,-73.98414,Private room,130,4,177
Upper East Side,40.76404,-73.96547,Private room,99,3,79
West Village,40.73482,-74.00834,Entire home/apt,140,2,6
Upper East Side,40.78465,-73.95735,Entire home/apt,133,30,7
Midtown,40.76547,-73.98252,Private room,100,1,0
Hell's Kitchen,40.76304,-73.9888,Entire home/apt,195,3,22
Midtown,40.74493,-73.9824,Entire home/apt,500,5,39
Theater District,40.76149,-73.98633,Entire home/apt,219,29,0
Lower East Side,40.7189,-73.98599,Entire home/apt,200,4,1
East Village,40.72862,-73.98885,Entire home/apt,142,1,214
Upper West Side,40.77969,-73.98747,Entire home/apt,200,2,33
Harlem,40.82435,-73.94507,Private room,70,2,28
Morningside Heights,40.80246,-73.95972,Entire home/apt,245,2,57
Two Bridges,40.71136,-73.99391,Private room,110,3,1
Harlem,40.80281,-73.94644,Entire home/apt,150,6,51
Harlem,40.82269,-73.94969,Entire home/apt,247,2,24
Washington Heights,40.85329,-73.9291,Entire home/apt,150,2,29
Marble Hill,40.87621,-73.90997,Private room,274,3,3
Civic Center,40.7131,-74.00527,Entire home/apt,70,15,0
Murray Hill,40.74775,-73.97702,Private room,112,3,23
Lower East Side,40.72007,-73.98775,Private room,59,3,36
East Harlem,40.8014,-73.94386,Entire home/apt,200,5,7
Washington Heights,40.85679,-73.932,Private room,60,2,60
Chelsea,40.73957,-74.00082,Private room,85,2,4
Hell's Kitchen,40.75982,-73.99066,Entire home/apt,205,4,1
Upper East Side,40.77772,-73.94822,Entire home/apt,135,2,6
Upper East Side,40.7672,-73.95495,Entire home/apt,120,1,89
Washington Heights,40.84832,-73.93583,Private room,42,1,59
SoHo,40.72336,-74.00465,Entire home/apt,600,3,0
SoHo,40.72701,-74.0011,Entire home/apt,198,3,9
Hell's Kitchen,40.76506,-73.98567,Private room,70,3,6
Hell's Kitchen,40.75524,-73.99839,Entire home/apt,175,1,1
East Harlem,40.79717,-73.93298,Entire home/apt,125,2,7
Harlem,40.82432,-73.9385,Shared room,25,1,9
East Harlem,40.79281,-73.93955,Private room,40,1,19
Harlem,40.8107,-73.94731,Entire home/apt,150,2,10
Midtown,40.75649,-73.97126,Entire home/apt,160,4,12
Midtown,40.7658,-73.98218,Entire home/apt,275,7,0
Harlem,40.83079,-73.9432,Private room,95,2,14
SoHo,40.72099,-73.99921,Private room,100,3,8
Hell's Kitchen,40.76219,-73.99493,Shared room,69,1,30
Harlem,40.80345,-73.95067,Private room,200,1,0
Upper East Side,40.77464,-73.95226,Entire home/apt,99,1,0
Hell's Kitchen,40.75941,-73.99179,Entire home/apt,239,7,0
Harlem,40.82089,-73.94791,Private room,50,1,0
Midtown,40.76527,-73.98139,Private room,299,3,0
SoHo,40.72611,-74.00252,Entire home/apt,200,11,3
Washington Heights,40.84943,-73.93146,Private room,50,1,14
Murray Hill,40.74871,-73.9753,Entire home/apt,175,30,2
East Village,40.73199,-73.98956,Private room,51,7,0
Hell's Kitchen,40.75888,-73.99077,Entire home/apt,155,1,0
Murray Hill,40.74798,-73.9814,Private room,200,1,1
Harlem,40.80621,-73.94461,Private room,65,2,167
Harlem,40.81056,-73.943,Entire home/apt,140,2,322
East Village,40.72829,-73.98156,Entire home/apt,99,30,66
Battery Park City,40.70633,-74.01837,Entire home/apt,600,30,2
Financial District,40.71015,-74.01281,Entire home/apt,275,2,0
Upper West Side,40.77691,-73.98263,Entire home/apt,259,30,0
Hell's Kitchen,40.76878,-73.98737,Entire home/apt,200,4,10
Hell's Kitchen,40.76205,-73.9888,Private room,150,5,0
Upper West Side,40.78859,-73.97568,Private room,60,14,1
Harlem,40.81378,-73.95152,Private room,66,3,0
Greenwich Village,40.72956,-73.99979,Entire home/apt,169,3,22
Washington Heights,40.85391,-73.93649,Private room,50,3,18
Chelsea,40.74142,-74.0025,Entire home/apt,150,2,4
Harlem,40.8163,-73.95262,Shared room,90,1,37
Midtown,40.75503,-73.96711,Entire home/apt,180,1,0
Chelsea,40.74556,-74.00156,Private room,195,2,0
East Village,40.7272,-73.98186,Private room,56,9,4
Midtown,40.76488,-73.9806,Private room,150,2,5
Hell's Kitchen,40.75815,-73.99374,Shared room,130,1,0
Upper West Side,40.80288,-73.96396,Private room,120,5,11
Inwood,40.86734,-73.92102,Entire home/apt,95,1,31
Tribeca,40.72345,-74.01001,Entire home/apt,299,4,3
West Village,40.73916,-74.00511,Entire home/apt,250,2,1
East Harlem,40.80106,-73.94503,Entire home/apt,100,5,35
Harlem,40.82513,-73.94617,Private room,35,7,0
Hell's Kitchen,40.7666,-73.98475,Entire home/apt,450,1,0
East Harlem,40.78661,-73.94349,Entire home/apt,240,2,44
Nolita,40.72339,-73.99461,Private room,250,91,55
Midtown,40.74404,-73.98263,Entire home/apt,250,5,5
East Village,40.73159,-73.98447,Entire home/apt,133,3,5
Hell's Kitchen,40.76734,-73.98676,Entire home/apt,199,3,13
Upper West Side,40.80095,-73.96725,Private room,60,90,0
Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50
Lower East Side,40.71432,-73.9887,Entire home/apt,150,4,32
Murray Hill,40.74754,-73.97199,Entire home/apt,297,30,1
Nolita,40.72349,-73.99322,Entire home/apt,180,3,0
Hell's Kitchen,40.7633,-73.98591,Private room,135,2,58
Chelsea,40.73963,-73.99898,Entire home/apt,175,4,5
Midtown,40.75169,-73.97174,Entire home/apt,149,2,2
SoHo,40.72548,-74.0021,Private room,200,1,1
Upper East Side,40.77878,-73.94491,Entire home/apt,170,10,11
Harlem,40.82744,-73.94707,Private room,50,2,86
Midtown,40.75224,-73.96526,Entire home/apt,449,3,23
Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23
Little Italy,40.71942,-73.99694,Entire home/apt,155,1,67
Harlem,40.81072,-73.94236,Private room,50,1,13
Morningside Heights,40.80414,-73.96576,Entire home/apt,150,2,23
SoHo,40.72047,-74.00049,Entire home/apt,275,2,6
Financial District,40.70722,-74.00499,Entire home/apt,164,29,0
Financial District,40.71095,-74.00912,Entire home/apt,400,2,8
Hell's Kitchen,40.75651,-73.9976,Private room,89,2,1
Gramercy,40.7345,-73.98482,Entire home/apt,325,6,11
Upper West Side,40.80311,-73.96648,Private room,75,1,65
Midtown,40.76022,-73.9744,Entire home/apt,235,6,13
Harlem,40.82875,-73.94371,Private room,68,2,0
Harlem,40.82768,-73.94737,Entire home/apt,55,14,2
Upper East Side,40.77362,-73.94886,Entire home/apt,130,1,11
East Village,40.72744,-73.9831,Entire home/apt,209,3,4
Civic Center,40.71193,-74.00694,Private room,169,7,4
Harlem,40.82483,-73.95394,Private room,41,14,25
Upper East Side,40.75993,-73.96056,Entire home/apt,198,30,0
Upper East Side,40.76158,-73.96031,Private room,80,2,10
SoHo,40.72251,-73.99957,Private room,50,1,0
Little Italy,40.71883,-73.99716,Entire home/apt,220,2,119
Midtown,40.75823,-73.96453,Entire home/apt,175,1,2
East Harlem,40.80983,-73.9384,Private room,83,2,6
Lower East Side,40.71624,-73.98935,Entire home/apt,50,1,6
West Village,40.73342,-74.00362,Entire home/apt,200,2,0
Washington Heights,40.84381,-73.9385,Entire home/apt,125,2,4
Morningside Heights,40.80563,-73.96362,Entire home/apt,130,7,23
Upper East Side,40.77237,-73.95536,Entire home/apt,118,30,3
Harlem,40.82488,-73.94472,Private room,75,4,0
Midtown,40.76461,-73.98263,Entire home/apt,145,3,66
East Harlem,40.79324,-73.94037,Private room,65,7,1
Chelsea,40.74927,-74.00122,Entire home/apt,200,1,7
Midtown,40.7592,-73.97017,Private room,95,2,56
Hell's Kitchen,40.7551,-73.99556,Private room,99,7,8
Lower East Side,40.71958,-73.9905,Private room,123,1,7
Murray Hill,40.74845,-73.97446,Entire home/apt,245,2,4
Hell's Kitchen,40.76127,-73.99161,Entire home/apt,125,3,0
Little Italy,40.71912,-73.99776,Private room,61,2,6
Greenwich Village,40.73578,-73.99682,Entire home/apt,300,4,5
Upper East Side,40.76981,-73.95365,Private room,135,1,11
Hell's Kitchen,40.76161,-73.99452,Entire home/apt,150,60,7
East Harlem,40.79985,-73.93836,Shared room,35,120,0
Hell's Kitchen,40.75527,-73.99291,Private room,59,2,334
Murray Hill,40.749,-73.98052,Entire home/apt,150,30,0
Upper West Side,40.80193,-73.96703,Private room,80,4,75
East Harlem,40.79025,-73.9488,Private room,89,1,273
East Harlem,40.798,-73.93944,Private room,150,7,0
Hell's Kitchen,40.75523,-73.99709,Private room,199,1,17
Upper East Side,40.77954,-73.94788,Private room,89,3,9
Upper West Side,40.78105,-73.97633,Entire home/apt,249,2,13
Upper East Side,40.76853,-73.96407,Private room,79,1,8
Midtown,40.75592,-73.96957,Entire home/apt,99,2,54
Upper West Side,40.77395,-73.98786,Entire home/apt,190,30,8
Midtown,40.75514,-73.96773,Private room,109,60,0
East Village,40.72834,-73.98048,Entire home/apt,140,7,65
East Village,40.72717,-73.98064,Private room,99,3,2
Midtown,40.75274,-73.97026,Entire home/apt,110,30,3
SoHo,40.72547,-74.0021,Entire home/apt,190,1,94
Kips Bay,40.7431,-73.9719,Entire home/apt,200,30,0
Harlem,40.82149,-73.93718,Private room,75,1,3
Harlem,40.8261,-73.95074,Private room,50,3,8
Harlem,40.80307,-73.95048,Private room,300,55,6
East Harlem,40.79879,-73.94202,Private room,85,2,1
Hell's Kitchen,40.76094,-73.99129,Private room,120,4,8
Hell's Kitchen,40.75907,-73.99558,Entire home/apt,265,1,18
West Village,40.73432,-74.00306,Private room,220,1,2
Hell's Kitchen,40.76414,-73.99296,Entire home/apt,237,3,6
Kips Bay,40.73867,-73.98039,Entire home/apt,55,4,0
Upper West Side,40.79376,-73.96734,Entire home/apt,185,2,10
Midtown,40.75939,-73.96949,Entire home/apt,200,1,0
Harlem,40.81868,-73.93937,Private room,67,3,0
Hell's Kitchen,40.76343,-73.99391,Entire home/apt,120,30,5
Hell's Kitchen,40.76116,-73.99031,Entire home/apt,250,3,0
East Village,40.725,-73.98851,Entire home/apt,150,5,1
East Harlem,40.79712,-73.93469,Private room,44,6,14
Chelsea,40.74851,-73.99062,Private room,100,1,4
Lower East Side,40.71962,-73.98434,Entire home/apt,169,4,7
Upper East Side,40.77713,-73.95277,Private room,75,1,9
Upper East Side,40.76642,-73.97107,Private room,301,3,0
Upper West Side,40.76974,-73.98743,Private room,90,2,2
Upper West Side,40.78918,-73.97927,Entire home/apt,120,2,5
Greenwich Village,40.72836,-73.99925,Entire home/apt,300,7,0
Battery Park City,40.70418,-74.01695,Entire home/apt,220,2,0
East Village,40.73085,-73.9837,Entire home/apt,315,5,2
Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10
Upper East Side,40.77368,-73.95198,Entire home/apt,110,15,1
Washington Heights,40.8398,-73.9385,Shared room,35,1,25
East Harlem,40.79126,-73.94663,Entire home/apt,195,2,87
Upper East Side,40.7695,-73.95115,Private room,100,1,0
Lower East Side,40.7147,-73.98994,Entire home/apt,400,3,5
Harlem,40.81639,-73.94223,Private room,80,2,49
Murray Hill,40.74866,-73.97846,Entire home/apt,1000,3,10
East Harlem,40.79765,-73.94022,Private room,79,3,56
Morningside Heights,40.814,-73.96228,Entire home/apt,150,2,3
Harlem,40.81055,-73.94016,Private room,65,2,71
Harlem,40.82036,-73.95589,Private room,75,5,3
Harlem,40.80494,-73.95463,Private room,150,1,0
Washington Heights,40.84769,-73.93512,Private room,75,2,24
Greenwich Village,40.73694,-73.99587,Private room,140,1,78
Financial District,40.70912,-74.00671,Entire home/apt,249,3,4
Upper East Side,40.77614,-73.94626,Entire home/apt,150,7,1
Lower East Side,40.71098,-73.98696,Shared room,35,14,0
East Village,40.73198,-73.98881,Private room,65,3,52
Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62
Nolita,40.72175,-73.99544,Entire home/apt,145,5,3
Kips Bay,40.74402,-73.97477,Entire home/apt,475,4,2
Upper West Side,40.77972,-73.97871,Private room,97,3,7
Upper West Side,40.78841,-73.97461,Entire home/apt,200,5,0
Chelsea,40.74277,-74.00204,Entire home/apt,315,2,15
Harlem,40.82493,-73.93825,Private room,43,1,6
Hell's Kitchen,40.75497,-73.99788,Entire home/apt,450,2,2
Midtown,40.75418,-73.9664,Entire home/apt,180,30,16
East Village,40.73123,-73.98896,Entire home/apt,400,2,0
East Harlem,40.79108,-73.94642,Private room,94,2,3
Hell's Kitchen,40.76285,-73.98609,Entire home/apt,189,1,3
Gramercy,40.73657,-73.98019,Entire home/apt,200,3,6
West Village,40.73176,-74.00348,Entire home/apt,130,6,8
Hell's Kitchen,40.75417,-73.99435,Private room,70,4,0
Battery Park City,40.71029,-74.01725,Private room,100,1,4
Midtown,40.7446,-73.98399,Entire home/apt,175,1,2
East Harlem,40.79131,-73.94344,Private room,40,1,62
Tribeca,40.71478,-74.01161,Entire home/apt,280,3,4
Upper East Side,40.76976,-73.94956,Entire home/apt,125,2,17
Washington Heights,40.84417,-73.94063,Entire home/apt,79,1,4
Harlem,40.80627,-73.94896,Private room,95,4,20
Upper West Side,40.78493,-73.97683,Private room,50,4,4
Washington Heights,40.86027,-73.9264,Private room,40,2,3
Financial District,40.71049,-74.00869,Private room,100,3,3
Midtown,40.75301,-73.97198,Private room,515,3,0
Upper West Side,40.778,-73.97912,Entire home/apt,200,2,117
Upper East Side,40.77773,-73.95383,Entire home/apt,180,4,9
Washington Heights,40.83735,-73.94351,Private room,55,3,89
Morningside Heights,40.8131,-73.96074,Private room,65,2,5
Inwood,40.86395,-73.92007,Private room,34,1,15
Lower East Side,40.70983,-73.98562,Shared room,249,60,0
Midtown,40.74188,-73.98419,Entire home/apt,650,3,0
Financial District,40.70619,-74.00895,Entire home/apt,232,30,0
Financial District,40.70808,-74.00561,Entire home/apt,130,29,0
Washington Heights,40.84156,-73.93884,Private room,45,2,3
Upper West Side,40.77317,-73.98729,Entire home/apt,90,30,0
Upper East Side,40.76985,-73.95815,Entire home/apt,200,2,17
West Village,40.73368,-74.00049,Private room,100,2,2
Upper West Side,40.79689,-73.96289,Entire home/apt,149,3,32
Hell's Kitchen,40.75612,-73.99263,Entire home/apt,209,3,1
East Harlem,40.79926,-73.94499,Entire home/apt,125,3,2
Chelsea,40.74413,-74.00004,Private room,90,3,4
East Village,40.72412,-73.98283,Entire home/apt,158,1,16
Hell's Kitchen,40.75383,-73.99733,Shared room,145,4,0
Lower East Side,40.7208,-73.9867,Entire home/apt,341,3,138
Harlem,40.80551,-73.94905,Entire home/apt,270,3,23
Nolita,40.7203,-73.99548,Private room,98,7,0
East Harlem,40.80771,-73.94112,Shared room,95,1,7
West Village,40.73571,-74.00375,Entire home/apt,120,1,58
Chelsea,40.74089,-74.00181,Entire home/apt,250,2,28
Washington Heights,40.84104,-73.93838,Private room,55,2,71
Hell's Kitchen,40.75332,-73.99539,Entire home/apt,300,3,1
Lower East Side,40.71214,-73.98955,Private room,90,5,10
West Village,40.73151,-74.00528,Entire home/apt,1500,4,17
Chelsea,40.73819,-73.99835,Entire home/apt,175,27,2
Upper East Side,40.76796,-73.95205,Entire home/apt,130,1,21
Midtown,40.76006,-73.96541,Private room,70,1,52
Financial District,40.70751,-74.01184,Entire home/apt,231,2,13
Kips Bay,40.74357,-73.97647,Entire home/apt,299,1,0
Harlem,40.82626,-73.93831,Private room,175,3,37
West Village,40.73545,-74.00097,Entire home/apt,195,4,1
Upper West Side,40.77988,-73.98605,Private room,95,1,50
West Village,40.73384,-74.00462,Entire home/apt,140,14,51
Murray Hill,40.74803,-73.97282,Entire home/apt,175,3,0
Chelsea,40.74333,-74.00106,Entire home/apt,175,1,8
Upper East Side,40.77348,-73.94601,Private room,37,30,1
Washington Heights,40.83515,-73.94226,Private room,50,2,67
Nolita,40.72226,-73.99616,Entire home/apt,188,30,3
Inwood,40.86107,-73.92959,Entire home/apt,90,26,4
Hell's Kitchen,40.76412,-73.98771,Private room,125,3,0
Chelsea,40.74894,-73.99466,Entire home/apt,280,21,0
Chelsea,40.74153,-74.00036,Entire home/apt,150,2,106
Hell's Kitchen,40.76719,-73.98533,Entire home/apt,97,30,6
Hell's Kitchen,40.76164,-73.9944,Entire home/apt,145,30,0
