id,room_type,price,minimum_nights,number_of_reviews
17936,Entire home/apt,350,2,0
17937,Entire home/apt,90,2,2
17938,Private room,69,25,35
17939,Entire home/apt,250,30,3
17940,Entire home/apt,200,3,40
17941,Shared room,33,14,1
17942,Private room,42,2,104
17943,Private room,82,10,136
17944,Private room,95,2,35
17945,Entire home/apt,194,30,11
17946,Entire home/apt,400,3,5
17947,Entire home/apt,95,30,7
17948,Private room,100,2,0
17949,Private room,400,1,0
17950,Entire home/apt,255,30,0
17951,Private room,209,1,50
17952,Private room,175,2,12
17953,Private room,199,2,14
17954,Private room,78,2,0
17955,Private room,100,4,9
17956,Entire home/apt,199,3,36
17957,Entire home/apt,250,7,0
17958,Private room,65,7,74
17959,Private room,199,1,1
17960,Private room,100,3,19
17961,Private room,85,1,69
17962,Entire home/apt,144,29,0
17963,Private room,100,1,18
17964,Entire home/apt,185,30,3
17965,Private room,99,6,19
17966,Private room,52,2,34
17967,Entire home/apt,150,2,19
17968,Entire home/apt,110,30,1
17969,Entire home/apt,200,4,1
17970,Entire home/apt,300,1,17
17971,Private room,45,1,49
17972,Entire home/apt,141,2,3
17973,Entire home/apt,120,4,6
17974,Private room,115,1,117
17975,Private room,99,3,36
17976,Private room,230,1,177
17977,Private room,244,1,12
17978,Private room,95,1,197
17979,Entire home/apt,185,1,5
17980,Entire home/apt,57,2,44
17981,Private room,105,8,6
17982,Private room,55,6,0
17983,Entire home/apt,250,3,3
17984,Private room,60,3,67
17985,Private room,76,1,46
17986,Private room,110,2,8
17987,Entire home/apt,195,30,26
17988,Private room,87,1,8
17989,Private room,100,3,0
17990,Entire home/apt,55,2,1
17991,Entire home/apt,350,4,2
17992,Private room,145,6,14
17993,Entire home/apt,599,11,2
17994,Private room,40,1,5
17995,Entire home/apt,80,18,4
17996,Entire home/apt,139,30,10
17997,Entire home/apt,350,3,11
17998,Private room,60,7,1
17999,Entire home/apt,179,320,7
18000,Entire home/apt,300,3,0
18001,Private room,130,1,1
18002,Private room,90,30,1
18003,Private room,100,2,46
18004,Private room,130,1,0
18005,Entire home/apt,140,2,14
18006,Entire home/apt,100,4,7
18007,Entire home/apt,200,1,126
18008,Private room,149,1,16
18009,Entire home/apt,424,2,3
18010,Entire home/apt,240,7,4
18011,Private room,145,10,6
18012,Entire home/apt,175,30,0
18013,Private room,63,2,6
18014,Entire home/apt,184,3,9
18015,Private room,82,30,4
18016,Private room,150,3,0
18017,Private room,129,5,23
18018,Private room,110,2,0
18019,Private room,41,1,12
18020,Private room,100,2,17
18021,Entire home/apt,225,3,1
18022,Private room,80,1,0
18023,Entire home/apt,326,30,0
18024,Entire home/apt,245,30,0
18025,Entire home/apt,258,1,167
18026,Entire home/apt,165,4,16
18027,Private room,195,2,49
18028,Entire home/apt,275,1,11
18029,Entire home/apt,343,2,4
18030,Private room,175,2,73
18031,Entire home/apt,190,3,168
18032,Entire home/apt,650,3,0
18033,Private room,150,1,2
18034,Entire home/apt,190,1,9
18035,Entire home/apt,299,3,0
18036,Entire home/apt,150,3,100
18037,Private room,55,1,1
18038,Private room,100,1,0
18039,Entire home/apt,140,7,0
18040,Entire home/apt,601,3,3
18041,Private room,103,30,0
18042,Entire home/apt,85,2,0
18043,Entire home/apt,350,5,0
18044,Entire home/apt,100,5,50
18045,Private room,150,1,3
18046,Entire home/apt,125,30,9
18047,Entire home/apt,120,2,1
18048,Entire home/apt,149,4,2
18049,Entire home/apt,150,2,14
18050,Entire home/apt,200,10,0
18051,Shared room,70,3,12
18052,Private room,125,1,9
18053,Entire home/apt,175,1,0
18054,Entire home/apt,350,2,14
18055,Entire home/apt,75,7,19
18056,Entire home/apt,140,30,0
18057,Entire home/apt,400,7,9
18058,Entire home/apt,220,2,120
18059,Entire home/apt,350,4,0
18060,Entire home/apt,90,2,1
18061,Private room,60,1,3
18062,Entire home/apt,499,3,3
18063,Entire home/apt,180,3,101
18064,Private room,99,1,0
18065,Private room,110,1,4
18066,Entire home/apt,125,3,42
18067,Entire home/apt,69,2,0
18068,Private room,50,4,1
18069,Entire home/apt,100,3,0
18070,Entire home/apt,115,3,0
18071,Entire home/apt,560,60,12
18072,Entire home/apt,175,1,1
18073,Entire home/apt,200,1,31
18074,Private room,95,3,1
18075,Private room,70,7,17
18076,Private room,120,1,0
18077,Private room,100,3,61
18078,Entire home/apt,200,4,2
18079,Entire home/apt,310,1,27
18080,Entire home/apt,289,3,1
18081,Private room,60,1,5
18082,Entire home/apt,140,4,109
18083,Entire home/apt,170,2,1
18084,Entire home/apt,128,30,2
18085,Entire home/apt,200,1,1
18086,Private room,150,1,166
18087,Entire home/apt,85,1,313
18088,Entire home/apt,140,3,0
18089,Private room,95,1,46
18090,Entire home/apt,94,2,4
18091,Private room,65,1,3
18092,Private room,112,1,6
18093,Private room,80,1,0
18094,Entire home/apt,130,30,0
18095,Entire home/apt,350,7,70
18096,Private room,84,24,4
18097,Private room,120,1,3
18098,Entire home/apt,1500,2,32
18099,Entire home/apt,150,3,2
18100,Entire home/apt,450,5,0
18101,Private room,200,1,0
18102,Entire home/apt,178,6,9
18103,Private room,140,1,0
18104,Private room,64,1,3
18105,Entire home/apt,399,16,27
18106,Private room,79,2,31
18107,Private room,280,3,0
18108,Entire home/apt,155,3,1
18109,Private room,80,2,21
18110,Entire home/apt,291,30,20
18111,Private room,210,2,1
18112,Private room,100,1,25
18113,Entire home/apt,150,2,81
18114,Private room,99,2,13
18115,Entire home/apt,110,1,0
18116,Private room,78,5,1
18117,Shared room,78,10,0
18118,Private room,99,3,87
18119,Entire home/apt,270,10,0
18120,Entire home/apt,120,2,27
18121,Entire home/apt,850,2,7
18122,Entire home/apt,400,3,1
18123,Entire home/apt,200,30,5
18124,Entire home/apt,125,1,0
18125,Entire home/apt,190,4,6
18126,Entire home/apt,180,2,14
18127,Entire home/apt,232,3,21
18128,Entire home/apt,236,30,0
18129,Private room,100,3,0
18130,Private room,57,4,27
18131,Private room,87,2,5
18132,Private room,101,4,7
18133,Entire home/apt,190,2,240
18134,Private room,99,8,13
18135,Private room,100,3,0
18136,Private room,80,2,9
18137,Entire home/apt,412,29,0
18138,Entire home/apt,150,30,2
18139,Entire home/apt,125,1,2
18140,Entire home/apt,100,2,11
18141,Private room,95,4,1
18142,Private room,98,1,6
18143,Private room,200,1,4
18144,Private room,50,3,3
18145,Entire home/apt,160,2,1
18146,Private room,130,1,2
18147,Private room,80,30,0
18148,Entire home/apt,153,30,7
18149,Entire home/apt,175,1,5
18150,Entire home/apt,120,5,168
18151,Entire home/apt,399,3,92
18152,Entire home/apt,150,30,1
18153,Private room,90,3,11
18154,Private room,65,1,38
18155,Private room,150,3,269
18156,Private room,90,2,65
18157,Entire home/apt,100,4,1
18158,Entire home/apt,200,2,79
18159,Entire home/apt,330,2,194
18160,Entire home/apt,250,30,3
18161,Entire home/apt,699,1,28
18162,Entire home/apt,400,3,2
18163,Entire home/apt,170,1,2
18164,Entire home/apt,168,1,2
18165,Private room,99,1,8
18166,Private room,200,1,0
18167,Entire home/apt,200,3,33
18168,Private room,519,3,1
18169,Entire home/apt,200,3,15
18170,Entire home/apt,180,30,0
18171,Private room,49,1,23
18172,Entire home/apt,100,5,0
18173,Entire home/apt,182,3,83
18174,Private room,195,1,0
18175,Private room,80,1,4
18176,Private room,84,1,138
18177,Private room,98,2,5
18178,Entire home/apt,99,30,0
18179,Entire home/apt,298,3,13
18180,Private room,80,30,3
18181,Entire home/apt,495,1,115
18182,Entire home/apt,160,2,8
18183,Entire home/apt,219,30,5
18184,Private room,125,1,44
18185,Entire home/apt,90,1,4
18186,Entire home/apt,220,3,47
18187,Private room,100,1,0
18188,Private room,47,30,0
18189,Private room,125,3,25
18190,Entire home/apt,174,2,25
18191,Entire home/apt,115,15,12
18192,Shared room,65,1,0
18193,Entire home/apt,140,5,5
18194,Private room,106,7,1
18195,Entire home/apt,250,2,9
18196,Private room,125,41,113
18197,Private room,150,4,1
18198,Private room,100,2,7
18199,Private room,90,1,31
18200,Private room,105,1,50
18201,Private room,259,5,36
18202,Entire home/apt,488,3,27
18203,Entire home/apt,450,14,100
18204,Entire home/apt,110,30,2
18205,Private room,60,2,58
18206,Entire home/apt,325,3,2
18207,Private room,100,5,4
18208,Private room,139,1,127
18209,Private room,75,1,0
18210,Entire home/apt,200,6,3
18211,Entire home/apt,110,1,106
18212,Entire home/apt,125,3,2
18213,Entire home/apt,133,3,12
18214,Entire home/apt,130,4,16
18215,Entire home/apt,168,6,5
18216,Entire home/apt,2900,2,0
18217,Private room,80,2,0
18218,Entire home/apt,122,4,0
18219,Entire home/apt,115,3,22
18220,Entire home/apt,122,1,12
18221,Entire home/apt,125,30,5
18222,Entire home/apt,280,7,0
18223,Private room,180,14,7
18224,Entire home/apt,407,3,8
18225,Private room,90,2,1
18226,Entire home/apt,413,1,0
18227,Entire home/apt,156,2,7
18228,Entire home/apt,100,29,0
18229,Entire home/apt,125,5,1
18230,Entire home/apt,189,3,87
18231,Entire home/apt,200,1,178
18232,Private room,46,4,45
18233,Entire home/apt,407,3,0
18234,Private room,100,3,0
18235,Private room,89,1,70
18236,Entire home/apt,250,30,10
18237,Entire home/apt,189,2,10
18238,Private room,88,3,128
18239,Entire home/apt,170,1,4
18240,Entire home/apt,180,2,166
18241,Entire home/apt,120,3,0
18242,Private room,95,3,3
18243,Entire home/apt,125,30,3
18244,Private room,49,1,0
18245,Entire home/apt,137,20,0
18246,Entire home/apt,220,2,4
18247,Private room,170,1,13
18248,Private room,100,11,4
18249,Private room,95,2,27
18250,Entire home/apt,280,1,0
18251,Private room,109,1,0
18252,Private room,75,2,0
18253,Private room,181,2,9
18254,Private room,74,1,1
18255,Entire home/apt,120,5,11
18256,Entire home/apt,150,28,3
18257,Private room,79,2,13
18258,Private room,190,5,82
18259,Entire home/apt,132,1,4
18260,Private room,96,3,0
18261,Private room,129,1,15
18262,Private room,299,3,5
18263,Entire home/apt,130,30,0
18264,Entire home/apt,75,3,0
18265,Entire home/apt,134,30,0
18266,Entire home/apt,200,1,92
18267,Entire home/apt,220,3,0
18268,Entire home/apt,1600,1,0
18269,Private room,115,1,5
18270,Entire home/apt,229,1,2
18271,Private room,85,5,44
18272,Private room,200,1,11
18273,Private room,165,2,4
18274,Private room,53,1,1
18275,Entire home/apt,94,7,7
18276,Entire home/apt,117,2,28
18277,Entire home/apt,125,4,0
18278,Entire home/apt,160,1,0
18279,Private room,85,24,14
18280,Entire home/apt,85,90,32
18281,Entire home/apt,225,3,1
18282,Entire home/apt,405,2,2
18283,Entire home/apt,120,5,4
18284,Shared room,80,1,2
18285,Entire home/apt,249,2,64
18286,Private room,125,2,6
18287,Entire home/apt,250,1,1
18288,Private room,239,3,4
18289,Private room,150,1,4
18290,Private room,60,3,7
18291,Private room,88,3,0
18292,Entire home/apt,249,30,0
18293,Private room,103,5,80
18294,Entire home/apt,187,1,0
18295,Private room,98,1,21
18296,Private room,65,1,9
18297,Private room,105,2,1
18298,Entire home/apt,190,1,34
18299,Private room,112,1,2
18300,Entire home/apt,134,2,119
18301,Entire home/apt,180,3,0
18302,Private room,140,1,0
18303,Entire home/apt,199,3,9
18304,Private room,99,1,6
18305,Entire home/apt,739,1,0
18306,Entire home/apt,300,1,0
18307,Entire home/apt,980,30,21
18308,Entire home/apt,150,1,6
18309,Private room,150,2,20
18310,Entire home/apt,400,3,54
18311,Private room,95,14,152
18312,Private room,424,30,0
18313,Entire home/apt,197,1,1
18314,Private room,109,2,4
18315,Entire home/apt,160,31,0
18316,Private room,50,1,0
18317,Entire home/apt,243,30,10
18318,Entire home/apt,329,1,19
18319,Entire home/apt,375,2,61
18320,Entire home/apt,509,5,2
18321,Private room,150,3,1
18322,Entire home/apt,215,5,0
18323,Private room,109,2,29
18324,Entire home/apt,99,30,19
18325,Entire home/apt,250,15,13
18326,Private room,89,1,4
18327,Private room,90,2,2
18328,Private room,30,2,139
18329,Entire home/apt,125,6,2
18330,Private room,100,90,88
18331,Entire home/apt,375,3,8
18332,Entire home/apt,200,1,0
18333,Entire home/apt,180,1,0
18334,Entire home/apt,297,3,0
18335,Entire home/apt,50,11,0
18336,Private room,100,1,2
18337,Private room,50,30,0
18338,Private room,109,3,11
18339,Entire home/apt,225,5,25
18340,Private room,40,4,1
18341,Entire home/apt,252,30,0
18342,Private room,65,1,0
18343,Entire home/apt,549,8,34
18344,Entire home/apt,295,12,21
18345,Private room,400,1,1
18346,Entire home/apt,185,4,29
18347,Entire home/apt,150,3,0
18348,Entire home/apt,250,90,20
18349,Entire home/apt,180,7,8
18350,Entire home/apt,246,4,36
18351,Entire home/apt,140,29,0
18352,Entire home/apt,465,4,5
18353,Private room,50,1,4
18354,Entire home/apt,158,7,3
18355,Private room,75,2,41
18356,Private room,57,12,5
18357,Private room,399,2,0
18358,Entire home/apt,80,3,6
18359,Entire home/apt,229,3,2
18360,Entire home/apt,100,3,61
18361,Private room,83,2,12
18362,Private room,60,1,36
18363,Entire home/apt,241,1,7
18364,Entire home/apt,225,5,1
18365,Entire home/apt,250,30,1
18366,Entire home/apt,200,31,0
18367,Private room,70,2,4
18368,Entire home/apt,195,30,5
18369,Entire home/apt,379,3,0
18370,Entire home/apt,120,11,11
18371,Private room,90,4,0
18372,Entire home/apt,101,1,83
18373,Private room,50,2,1
18374,Private room,100,1,1
18375,Entire home/apt,140,5,6
18376,Private room,99,4,54
18377,Entire home/apt,175,4,7
18378,Entire home/apt,160,5,3
18379,Entire home/apt,250,1,4
18380,Private room,83,2,1
18381,Private room,110,4,1
18382,Private room,90,3,9
18383,Entire home/apt,184,10,4
18384,Entire home/apt,400,3,142
18385,Entire home/apt,185,30,7
18386,Entire home/apt,200,5,52
18387,Entire home/apt,245,4,30
18388,Entire home/apt,130,30,5
18389,Private room,85,7,0
18390,Private room,125,2,14
18391,Entire home/apt,135,30,1
18392,Private room,68,2,7
18393,Private room,69,2,156
18394,Entire home/apt,139,4,185
18395,Entire home/apt,98,6,13
18396,Entire home/apt,90,5,2
18397,Entire home/apt,155,30,9
18398,Shared room,90,1,3
18399,Private room,119,1,131
18400,Entire home/apt,400,2,0
18401,Private room,400,1,1
18402,Entire home/apt,245,2,1
18403,Entire home/apt,399,4,0
18404,Entire home/apt,170,2,10
18405,Entire home/apt,142,5,4
18406,Private room,70,4,0
18407,Private room,250,2,0
18408,Entire home/apt,80,2,22
18409,Entire home/apt,90,30,1
18410,Private room,125,2,0
18411,Private room,90,1,153
18412,Private room,120,1,92
18413,Shared room,150,1,2
18414,Private room,99,2,11
18415,Entire home/apt,100,30,0
18416,Private room,79,1,0
18417,Private room,87,1,9
18418,Private room,80,30,0
18419,Entire home/apt,449,3,20
18420,Entire home/apt,892,2,0
18421,Entire home/apt,275,3,8
18422,Entire home/apt,275,4,9
18423,Entire home/apt,155,2,19
18424,Entire home/apt,170,2,9
18425,Entire home/apt,187,11,119
18426,Private room,115,2,0
18427,Entire home/apt,169,3,7
18428,Entire home/apt,195,2,67
18429,Entire home/apt,206,30,0
18430,Entire home/apt,400,2,6
18431,Entire home/apt,999,2,14
18432,Private room,80,1,10
18433,Entire home/apt,170,1,190
18434,Private room,199,6,2
18435,Entire home/apt,331,4,0
18436,Shared room,109,4,0
18437,Private room,500,4,1
18438,Entire home/apt,150,4,2
18439,Private room,90,1,0
18440,Private room,75,1,131
18441,Entire home/apt,200,7,10
18442,Entire home/apt,350,1,0
18443,Private room,89,1,2
18444,Private room,75,1,72
18445,Entire home/apt,260,30,0
18446,Shared room,75,1,1
18447,Entire home/apt,210,15,24
18448,Entire home/apt,823,3,48
18449,Entire home/apt,248,1,16
18450,Private room,910,1,66
18451,Entire home/apt,294,2,23
18452,Private room,85,4,6
18453,Entire home/apt,110,2,2
18454,Private room,180,2,0
18455,Entire home/apt,267,4,6
18456,Entire home/apt,130,30,52
18457,Private room,100,1,32
18458,Entire home/apt,170,7,0
18459,Private room,125,2,72
18460,Private room,85,4,16
18461,Entire home/apt,650,1,1
18462,Entire home/apt,200,6,5
18463,Entire home/apt,365,2,0
18464,Entire home/apt,200,1,1
18465,Private room,90,1,0
18466,Entire home/apt,237,120,0
18467,Private room,75,1,192
18468,Private room,105,4,0
18469,Entire home/apt,130,11,0
18470,Entire home/apt,195,3,3
18471,Entire home/apt,397,1,1
18472,Entire home/apt,175,1,13
18473,Private room,80,1,23
18474,Private room,89,2,19
18475,Private room,150,2,3
18476,Private room,57,30,7
18477,Private room,90,1,2
18478,Private room,90,2,155
18479,Entire home/apt,90,30,3
18480,Private room,80,3,1
18481,Private room,85,9,9
18482,Entire home/apt,315,30,0
18483,Private room,50,5,13
18484,Entire home/apt,319,3,1
18485,Entire home/apt,300,2,10
18486,Private room,75,2,5
18487,Entire home/apt,200,4,3
18488,Private room,200,3,7
18489,Private room,35,2,1
18490,Private room,97,3,0
18491,Entire home/apt,150,3,38
18492,Private room,120,2,33
18493,Entire home/apt,960,4,7
18494,Private room,59,1,25
18495,Private room,250,3,1
18496,Entire home/apt,250,5,0
18497,Entire home/apt,150,2,61
18498,Private room,195,2,2
18499,Private room,90,1,0
18500,Entire home/apt,137,20,0
18501,Private room,199,1,82
18502,Private room,75,30,16
18503,Entire home/apt,943,3,38
18504,Entire home/apt,395,2,28
18505,Private room,100,3,36
18506,Private room,133,1,16
18507,Entire home/apt,63,30,15
18508,Entire home/apt,179,3,3
18509,Entire home/apt,180,4,3
18510,Entire home/apt,340,30,0
18511,Entire home/apt,660,3,1
18512,Entire home/apt,199,3,40
18513,Private room,99,3,162
18514,Private room,44,2,2
18515,Entire home/apt,199,30,8
18516,Private room,50,1,1
18517,Entire home/apt,209,30,0
18518,Private room,150,1,1
18519,Entire home/apt,110,5,11
18520,Entire home/apt,180,3,6
18521,Entire home/apt,100,2,12
18522,Entire home/apt,250,2,2
18523,Private room,125,1,12
18524,Entire home/apt,225,30,0
18525,Private room,1100,1,2
18526,Private room,85,1,1
18527,Private room,100,2,1
18528,Entire home/apt,115,3,0
18529,Entire home/apt,300,1,10
18530,Entire home/apt,198,3,30
18531,Private room,89,3,20
18532,Entire home/apt,399,2,3
18533,Private room,80,1,3
18534,Entire home/apt,150,4,43
18535,Entire home/apt,210,1,0
18536,Shared room,49,1,0
18537,Entire home/apt,650,2,40
18538,Private room,70,4,0
18539,Private room,95,4,5
18540,Entire home/apt,98,1,87
18541,Private room,160,1,0
18542,Private room,42,10,5
18543,Private room,149,18,51
18544,Entire home/apt,350,1,0
18545,Entire home/apt,195,2,75
18546,Entire home/apt,149,25,5
18547,Entire home/apt,250,2,14
18548,Shared room,69,1,19
18549,Entire home/apt,175,3,27
18550,Entire home/apt,120,2,18
18551,Entire home/apt,100,3,11
18552,Private room,199,1,35
18553,Entire home/apt,200,3,0
18554,Private room,130,3,1
18555,Private room,46,30,2
18556,Shared room,52,3,20
18557,Private room,148,5,33
18558,Entire home/apt,120,5,2
18559,Entire home/apt,99,5,0
18560,Entire home/apt,125,2,1
18561,Entire home/apt,100,2,246
18562,Private room,80,4,0
18563,Entire home/apt,240,3,34
18564,Entire home/apt,200,30,2
18565,Private room,300,1,1
18566,Entire home/apt,280,2,1
18567,Entire home/apt,228,2,1
18568,Entire home/apt,82,1,38
18569,Entire home/apt,219,30,0
18570,Private room,85,1,0
18571,Entire home/apt,200,4,7
18572,Entire home/apt,300,2,3
18573,Entire home/apt,195,1,1
18574,Entire home/apt,200,4,2
18575,Private room,90,1,11
