age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
36,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,<=50K
46,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
30,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,40,<=50K
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,5,<=50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,<=50K
41,Federal-gov,HS-grad,Separated,Exec-managerial,Not-in-family,Black,Female,40,<=50K
27,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,50,<=50K
52,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
22,?,Some-college,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,25,<=50K
70,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K
31,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,<=50K
35,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,36,<=50K
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K
39,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,40,>50K
27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,<=50K
18,Private,10th,Never-married,Priv-house-serv,Own-child,Black,Female,20,<=50K
45,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,<=50K
90,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,20,<=50K
46,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,25,<=50K
43,?,Some-college,Divorced,?,Unmarried,Asian-Pac-Islander,Female,40,<=50K
42,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,60,<=50K
45,?,7th-8th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,48,<=50K
66,Self-emp-not-inc,11th,Widowed,Exec-managerial,Not-in-family,White,Female,84,>50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
26,Private,11th,Never-married,Handlers-cleaners,Unmarried,White,Male,20,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,25,<=50K
37,Private,HS-grad,Separated,Craft-repair,Other-relative,Black,Male,40,<=50K
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,27,<=50K
18,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
21,?,Some-college,Never-married,?,Own-child,White,Male,30,<=50K
23,Private,12th,Never-married,Other-service,Unmarried,Black,Male,38,<=50K
32,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
60,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,<=50K
56,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,<=50K
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K
60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
51,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
52,Private,Some-college,Divorced,Sales,Other-relative,White,Female,20,>50K
64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,24,<=50K
41,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
29,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40,<=50K
28,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
32,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,50,<=50K
62,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,38,<=50K
46,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K
44,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
48,State-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,56,>50K
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,<=50K
26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,42,>50K
51,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K
25,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,20,<=50K
66,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,20,<=50K
24,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,45,<=50K
26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K
33,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K
52,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,45,<=50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,32,<=50K
30,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
47,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
38,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,41,<=50K
47,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,49,<=50K
35,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,35,<=50K
25,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,20,<=50K
54,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,80,>50K
27,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,45,<=50K
33,Private,HS-grad,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,35,<=50K
30,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,25,<=50K
56,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,35,<=50K
47,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,50,>50K
31,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K
22,?,Some-college,Never-married,?,Own-child,White,Male,40,<=50K
53,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K
24,Private,11th,Never-married,Farming-fishing,Unmarried,White,Male,40,<=50K
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
50,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,46,<=50K
22,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,<=50K
36,Private,Some-college,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,40,<=50K
19,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,50,<=50K
73,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,20,<=50K
19,Private,10th,Never-married,Sales,Unmarried,Black,Female,40,<=50K
25,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,40,<=50K
24,?,7th-8th,Never-married,?,Not-in-family,White,Female,25,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K
40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,<=50K
43,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K
71,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,10,>50K
35,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,48,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,<=50K
47,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,35,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
27,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
22,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,<=50K
31,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,<=50K
29,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
39,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,50,<=50K
37,Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K
46,Local-gov,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,40,<=50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,<=50K
77,?,Some-college,Married-civ-spouse,?,Husband,White,Male,8,<=50K
32,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K
35,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,32,<=50K
23,Private,Assoc-acdm,Never-married,Craft-repair,Other-relative,White,Male,40,<=50K
58,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,35,<=50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
20,Federal-gov,11th,Never-married,Other-service,Own-child,White,Female,10,<=50K
45,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,<=50K
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,30,<=50K
59,Self-emp-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Male,55,<=50K
45,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,<=50K
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
34,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
39,Self-emp-not-inc,10th,Separated,Craft-repair,Not-in-family,Black,Male,40,<=50K
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,38,>50K
50,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,<=50K
43,Private,11th,Separated,Sales,Unmarried,White,Female,40,<=50K
30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,30,<=50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
70,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,37,<=50K
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
40,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,35,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,>50K
37,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
68,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,>50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,<=50K
35,Self-emp-not-inc,HS-grad,Never-married,Other-service,Unmarried,White,Female,60,<=50K
61,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K
29,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,<=50K
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,52,>50K
35,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,<=50K
55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
44,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
19,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,20,<=50K
45,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,40,<=50K
24,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,32,<=50K
27,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
31,Private,Some-college,Never-married,Tech-support,Not-in-family,Black,Female,50,<=50K
52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,36,<=50K
28,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,20,<=50K
27,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,40,<=50K
38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
49,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K
54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
56,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,66,<=50K
20,Private,Some-college,Never-married,Tech-support,Unmarried,White,Female,8,<=50K
24,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,40,<=50K
62,State-gov,Assoc-acdm,Widowed,Prof-specialty,Not-in-family,White,Female,40,<=50K
60,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K
27,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
17,Private,10th,Never-married,Sales,Own-child,White,Male,8,<=50K
25,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,50,<=50K
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,43,<=50K
42,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,50,<=50K
25,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,50,<=50K
29,Self-emp-not-inc,HS-grad,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,50,>50K
27,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
55,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
57,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,<=50K
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K
65,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
47,Self-emp-inc,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K
70,Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
38,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,50,>50K
20,Private,9th,Never-married,Sales,Own-child,White,Female,40,<=50K
32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K
21,?,Some-college,Never-married,?,Not-in-family,White,Female,43,<=50K
49,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,>50K
40,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,>50K
43,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,<=50K
47,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,43,<=50K
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
20,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K
38,Private,10th,Separated,Adm-clerical,Unmarried,White,Male,40,<=50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
31,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,72,>50K
24,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,<=50K
48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,>50K
64,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
41,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,40,>50K
55,Self-emp-not-inc,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,30,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K
41,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
42,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
27,Private,Prof-school,Never-married,Prof-specialty,Own-child,White,Female,40,<=50K
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
24,?,HS-grad,Never-married,?,Not-in-family,White,Female,25,<=50K
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,<=50K
22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,<=50K
52,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,35,<=50K
39,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,<=50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,>50K
19,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,35,<=50K
50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
37,State-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Male,40,<=50K
22,Private,Assoc-acdm,Never-married,Protective-serv,Own-child,White,Male,60,<=50K
38,Private,Prof-school,Separated,Prof-specialty,Not-in-family,White,Male,35,>50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K
36,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,30,<=50K
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
26,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,62,<=50K
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,<=50K
67,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,5,<=50K
48,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,<=50K
42,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,36,>50K
22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,<=50K
56,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,4,<=50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,70,<=50K
27,Private,Masters,Never-married,Tech-support,Own-child,White,Male,50,<=50K
27,Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,40,<=50K
24,Private,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,20,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K
